"","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct65up","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","PctKidsBornNeverMar","NumImmig","PctImmigRec10","PctRecImmig10","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccMedVal","RentMedian","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","murders","rapes","robberies","assaults","burglaries","larcenies","autoTheft","arsons","ViolentCrimesPerPop","nonViolPerPop"
"155",24587,2.73,0.74,96.4,2.27,0.93,12.41,5.45,48828,91.06,0.69,62.11,11.92,1.43,11.07,53840,20714,20606,18678,64751,20252,91,15482,2.77,1.49,4.99,42.14,2.45,78.95,22.3,26.03,7.72,40.47,6.75,25.74,10.28,3.17,86.44,86.68,95.81,79.78,71.82,77.85,1.03,2.70468133566519,32.18,0.87,0.58,2.94,2.26,2.73,2.84,2.02,89.55,1.02,33.49,3,289,96.89,85.93,0,38.41,1976,0.27,0.15,109700,497,526,22.4,21.9,11.6,2.7,71.63,49.88,76.36,91.29,11.6,2120.4,1.51,2,9385.9272438635,3,3,696,534,187,79,38206.8867444727,65
"156",12362,2.43,0.11,98.58,0.59,0.46,12.72,17.19,22993,69.13,2.22,51.21,39.82,7.46,14.43,29963,11327,11453,1895,4308,6590,1060,7299,14.86,15.26,24.12,18.84,4.36,57.11,8.97,36.1,12.36,27.71,7.67,29.98,10.2,2.98,74.25,75.77,77.49,77.16,68.74,78.38,0.76,1.94143342501213,42.5,0.83,0.64,3.33,2.07,2.29,2.63,1.74,70.59,0.94,50.49,2,305,94.34,61.36,0,35.08,1956,3.6,0.87,45100,254,312,27.1,18,12,1.94,74.17,53.74,81.4,91.54,10.1,1224.5,0.93,0,759.2191153551,3,111,865,920,57,50,7063.73657462466,1054
"157",12541,2.67,0.58,96.42,2,0.77,14.19,5.84,37117,90.6,0.96,43.46,13.06,5.5,11,41107,15171,15392,14896,11058,7853,2,11028,5.98,2.88,12.18,18.05,4.93,76.44,28.04,20.82,17.3,23.83,9.5,30.85,12.53,3.06,74.31,75.22,82.82,74.23,70.45,77.01,1.73,2.46391834781915,55.02,1.36,0.52,2.73,2.02,2.67,2.86,2.17,76.98,2.04,48.46,3,183,96.25,71.71,0,13.11,1971,1,0.25,86400,459,493,23.1,20.3,12.2,2.47,74.42,53.71,71.21,91.75,4.3,2938.7,2.05,0,1668.3443491565,265,248,750,883,355,101,17393.7034459493,930
"158",20976,2.4,9.12,88.63,0.8,1.86,14.84,14.04,28070,76.58,0.38,45.77,27.21,6.7,16.91,33969,13790,13824,13370,7038,21190,1798,11348,11.91,5.85,18.64,25.03,5.34,63.23,20.3,29.3,13.66,27.03,9.42,34.11,12.62,2.9,71.87,69.83,81.21,82.2,72.67,75.87,2.52,3.42295957284516,13.93,0.48,0.66,3.65,2.28,2.38,2.48,2.17,69.49,2.17,53.78,2,573,93.85,66.59,0.87,25.83,1958,2.44,0.21,50500,412,452,28.5,15.8,12.5,3.42,73.74,54.4,81.16,95.35,12.2,1721,0.57,1,1285.6409348023,34,498,219,1189,585,173,8670.10361747855,1122
"159",28887,2.57,5.2,90.94,2.31,1.27,12.37,11.29,34168,79.8,0.52,50.37,26.31,6.98,17.98,38818,14645,15467,5781,6060,6750,42,8852,7.07,4.15,16.18,14.1,5.37,67.34,21.93,19.28,15.66,22.11,8.41,29.92,11.8,2.99,69.08,68.12,75.23,69.82,66.25,74.11,4.18,2.44054418942777,49.08,1.2,1.1,3.5,2.57,2.56,2.74,2.16,74.3,2.26,45.53,3,487,95.84,69.54,0.21,26.08,1961,0.73,0.03,79400,475,509,28.9,19.5,11.1,2.44,74.41,59.38,84.7,93.01,8.2,3509.3,6.4,0,1103.4953833999,295,429,387,407,212,35,6326.3592044861,1999
"160",92788,2.82,12.96,80.24,1.71,6.32,14.05,10.85,31712,77.36,0.38,31.53,25.67,14.5,13.75,38544,13455,14569,9428,9675,10390,1349,6980,13.64,7.74,25.62,12.94,9.22,60.71,17.53,22.64,17.53,20.04,9.3,36.9,13.49,3.32,65.2,61.08,67.2,68.13,58.98,66.58,6.75,11.1986463766866,44.08,4.94,3.44,7.54,5.35,2.76,3.06,2.41,59.15,4.02,49.3,3,2526,92.86,53.32,4.79,31.31,1954,4.79,0.95,131700,491,571,29.3,22.9,15,11.2,75.2,56.34,78.78,92.6,22.2,4171.7,5.54,15,126,226,501,228,708,176,1352.890131,243,2656.47511639436
"161",39253,2.59,0.94,94.25,3.25,3.59,12.34,7.98,48668,88.23,0.52,60.77,17.57,2.56,12.46,57376,22098,22608,15904,20651,16539,1807,11288,2.47,3.76,9.36,37.58,2.6,74.38,19.85,19.97,8.35,36.07,7.57,29.48,10.37,3.14,85.11,85.4,94.1,85.34,59.22,67.89,0.88,8.28216951570581,29.38,2.43,1.4,4.65,3.28,2.58,2.83,1.99,76.38,1.42,46.07,3,693,95.63,69.41,1.01,28.28,1972,0.27,0.21,149600,607,665,24,20.6,11.8,8.28,64.09,49.01,81.59,88.59,10.2,3845.3,6.65,8,3289.2392944413,4,331,253,1455,420,79,9253.4055854108,499
"162",60838,2.6,0.46,97.33,1.29,2.3,11.67,15.59,36771,74.55,0.29,51.41,35.36,4,26.58,42433,16493,16606,7916,10391,13401,411,12876,5.5,8.41,25.94,13.72,5.89,57.21,26.18,18.71,15.71,23.49,7.71,28.5,9.82,3.06,81.32,77.79,93,83.01,59.69,64.1,0.69,9.2672342943555,16.92,1.57,1.63,3.9,2.88,2.58,2.66,2.13,86.97,1.87,27.25,3,507,97.88,84.27,2.37,28.4,1957,1.08,0.29,64500,471,532,24.5,16.3,12.9,9.27,72.83,69.13,92.73,95.68,12.1,5013,0.72,2,1730.5895496327,15,79,601,440,356,79,3002.38263853628,1232
"163",65566,2.36,8.69,88.6,1.06,2.69,13.47,15.01,24316,70.98,0.38,43.54,33.21,10.64,20.61,30410,12569,13165,8246,7387,9759,993,7765,14.93,8.56,25.24,17.32,7.16,56.99,11.52,29.16,11.34,24.32,11.8,37.91,14.51,2.96,60.67,57.95,69.73,61.93,61.8,69.19,5.57,5.58978738980569,26.44,1.48,1.47,4.16,2.42,2.26,2.45,2.1,50.46,1.39,46.41,3,2484,91.78,46.65,5.43,49.88,1939,6.74,0.43,82100,346,428,28.1,22,14,5.59,79.94,50.9,77.18,93.13,11.2,5831.6,5.09,5,100,101,370,216,556,257,1032.9229406,25,3144.80514382454
"164",68586,2.49,2.14,90.6,6.49,2.67,12.92,6.42,47029,90.67,0.59,53.63,14.23,1.54,9.53,54591,20826,21078,20232,18860,18080,519,16904,2.68,3.07,9.45,34.23,2.45,77.99,21.03,17.4,7.66,33.19,8.34,32.67,11.8,3.14,84.29,84.75,93.22,82.2,59.01,71.84,1.17,9.57775639343306,40.8,3.91,1.78,3.68,2.36,2.48,2.77,1.94,72.72,1.36,55.97,2,1910,93.53,65.16,0.1,13.61,1977,0.32,0.12,133500,675,739,25.2,21.5,12.3,9.58,65.31,44.35,77.59,85.2,19.5,3520.1,4.37,1,3643.7242331676,271,561,665,631,227,28,6527.16914992506,1249
"165",36175,2.69,0.13,97.43,2.19,1.31,11.41,16.74,52817,79.78,0.42,72.91,33.95,2.31,18.81,61048,26150,26421,14000,25000,16946,1753,13940,1.25,4.46,10.6,37.44,2.31,63.18,16.89,26.89,6.27,42.13,4.54,26.39,7.16,3.06,88.03,87.42,97.29,86.95,58.9,66.8,0.61,10.5376641326883,17.65,1.86,1.41,3.79,2.91,2.63,2.74,1.88,90.89,0.63,30.52,3,355,97.43,87.26,0.85,27.89,1955,0.19,0.18,185700,581,640,25.9,19.2,12.2,10.54,75.27,69.87,95.32,96.82,7.1,5089.3,10.3,0,3742.0713155034,265,203,387,1160,522,101,11638.068598489,519
"166",48655,2.89,0.29,97.97,1.2,0.96,15.7,7,47930,88.24,0.68,52.8,18.12,2.47,15.23,53230,19285,19282,17683,12673,22156,446,16764,2.81,5.2,16.76,19.89,5.15,69.79,29.34,19.12,11.54,29.05,6.38,29.74,8.13,3.27,86.89,85.9,92.8,88.64,59.66,67.28,0.8,6.67351762408797,16.97,1.13,1.18,4.54,3.66,2.89,3.09,2.17,83.61,1.6,32.14,3,794,95.5,78.19,1.01,21.66,1974,0.57,0.23,107800,500,565,21.8,19.8,13.4,6.67,77.36,51.21,81.38,94.19,36,1352.1,0.18,1,2201.3557250299,403,463,267,21,24,154,6306.35232767424,516
"167",10807,2.86,0.91,97.62,1.17,0.66,14.01,10.22,60355,81.44,0.54,71.57,23.23,1.74,12.85,67061,29230,29342,18856,27691,25225,2,13736,2.56,1.36,3.52,61.98,2.1,65.06,15.09,35.27,3.46,51.34,4.22,22.24,9.81,3.22,86.38,87.1,97.18,89.37,56.53,64.58,0.35,3.01656333857685,20.55,0.62,0.32,3.82,3.2,2.86,2.9,2.3,94.34,0.24,12.77,3,116,97.03,92.97,0,46.55,1951,0,0,115400,539,579,25.6,19.8,12.6,3.02,65.41,59.42,83.64,90.18,3,3564.3,0.9,0,4002.8145807,131,258,354,524,590,50,40638.6099814935,442
"168",19512,2.49,2.88,90.55,5.66,3.04,12.32,4.53,49712,93.57,0.51,54.93,8.82,1.35,6.64,60009,23952,24288,21109,35564,21059,317,11353,2.85,1.53,6.32,49.66,2.26,79.6,17.18,23.26,5.47,42.66,7.73,34.45,10.15,3.16,86.4,86.6,94.98,87.76,56.86,68.22,1.57,7.36982369823698,35.67,2.63,1.78,4.13,2.59,2.45,2.98,1.83,65.04,1.44,54.19,2,505,93.94,53.34,0,17.03,1977,0.61,0.34,162800,594,641,22.6,22,13.6,7.37,60.09,41.35,66.94,83.9,6.1,3188.2,9.32,0,5329.0183237222,403,484,891,1086,317,50,31857.4124832011,775
"169",10104,2.53,0.21,98.43,0.48,0.71,12.99,14,21170,69.37,0.87,39.37,33.35,14.15,20.12,27081,11241,11372,1200,3742,4892,2,176,15.52,10.09,24.69,15.47,12.11,52.54,23.62,20.76,20.68,24.53,11.02,25.12,15.71,3.06,66.2,66.63,68.62,75.47,57.04,70.18,1.57,1.50435471100554,36.18,0.54,0.32,4.5,3.02,2.47,2.59,2.25,65.66,1.77,47.49,3,297,93.09,62.43,1.35,41.75,1949,5.82,0.4,37000,291,345,28.1,15.8,12.7,1.5,84.83,52.23,75.14,93.8,6.9,1458.4,0.21,1,673.02347283,131,203,759,1051,151,79,9976.47934313143,1608
"170",75460,2.62,0.63,94.77,3.71,2.71,11.33,10.64,51331,85.29,0.84,64.26,21.78,1.71,13.36,60587,22864,23176,19474,10708,17995,315,15789,2.4,3.85,10.22,39.55,2.65,69.46,19.51,21.86,6.71,39.88,5.79,27.04,8.48,3.11,89.28,89.02,94.87,89.43,53.07,61.39,0.83,9.33209647495362,29.32,2.74,1.66,3.82,2.75,2.58,2.85,1.86,80.24,1.03,40.99,3,1618,94.68,72.59,0.06,19.22,1969,0.45,0.06,169100,655,711,25.9,20,11.5,9.33,67.44,54.67,86.49,91.41,16.8,4503.5,8.52,2,2332.0309444048,132,352,501,249,525,71,3734.46984416221,440
"171",21853,2.57,2.48,94.74,1.96,1.06,12.51,10.19,36096,82.86,0.35,52.88,22.72,5.06,14.99,44825,15941,16349,8565,6253,10470,711,11819,6.51,4.78,11.91,25.42,4.28,70.05,20.3,23.77,11.01,28.31,7.52,29.92,11.65,3,72.55,73.06,80,79.7,77.11,82.5,2.87,3.5372717704663,27.3,0.97,1.35,2.62,1.75,2.44,2.9,1.87,65.95,1.94,48.78,3,288,96.73,55.52,0,10.76,1967,0.52,0.07,92500,498,523,28,17.9,11.5,3.54,70.79,54.47,82.22,91.22,5.3,4124.5,4.38,1,1035.1306839661,64,233,35,1045,393,101,6100.44700483275,710
"172",13604,2.6,0.77,97.83,0.99,1.29,13.21,10.41,37771,80.54,1.69,56.78,24.72,2.3,14.84,42437,16231,16138,14985,18675,21939,743,17003,3.48,5.01,15.01,27.03,3.6,68.65,30.83,20.44,12.28,34.17,7.56,21.7,10.01,3.06,85.65,85.49,96.83,82.43,56.84,71.03,1.26,3.34460452807998,7.03,0.24,0.52,2.38,1.8,2.6,2.78,2.02,81.16,1.09,37.16,3,308,94.44,75.78,0.32,26.62,1969,0.31,0.42,83200,380,456,20,18,12.4,3.34,62.38,53.98,82.09,87.16,18.6,732.3,0,0,2815.4984787146,2,224,704,717,619,50,22357.3837012246,536
"173",37840,2.45,23.68,73.28,0.56,6.41,11.78,14.64,30138,75.2,0.37,37.01,32.28,6.57,19.94,35427,13569,13589,13885,17000,10793,61,11199,9.82,9.64,26.98,10.44,7.73,58.81,19.13,20.05,17.32,18.92,10.99,31.18,13.94,3.05,66.47,64.31,74.99,65.56,62.44,66.92,3.5,5.13477801268499,22.9,1.18,1.48,4.5,3,2.45,2.66,2.1,67.76,2.82,53.01,2,1153,93.05,62.45,2.86,21.42,1965,3.05,0.46,64300,401,458,25,19.6,12.8,5.13,62.05,56.59,93.47,94.64,7.5,5023.9,10.29,7,2999.4168651398,52,119,598,423,577,96,8396.9790304963,1978
"174",72884,2.79,1.35,91.52,6.78,1.27,13.95,7.69,55407,86.77,0.5,63.29,18.72,1.88,13.48,63187,23249,23382,23621,14978,21518,739,16200,2.83,3.54,11.07,39.89,3.19,70.67,23.82,25.72,6.52,44.09,5.9,28.17,8.28,3.29,89.95,89.58,96.01,90.38,52.6,63.92,0.37,11.6143460841886,32.2,3.74,1.56,4.54,3.42,2.78,3.1,1.87,83.04,1.31,30.01,3,1030,96.21,74.7,1.07,18.25,1972,0.34,0.18,128900,584,620,22.7,19.6,12.3,11.61,65.61,55.47,78.04,89.91,34.7,2098,0.16,1,2649.0144747794,191,145,595,622,343,41,4096.9409949775,1093
"175",22408,2.76,0.26,83.84,15.04,2.76,10.92,17.23,47808,79.06,0.89,69.6,35.62,2.99,18.19,52815,20206,21022,0,16142,15734,601,21726,2.94,7.35,15.83,29.65,2.77,64.18,18.57,23.42,9.04,34.92,3.66,26.06,5.26,3.11,91.42,90.16,98.15,94.01,66.23,76,0.21,22.7151017493752,19.94,4.53,3.52,4.72,3.78,2.73,2.78,2.05,94.6,1.86,28.93,3,118,98.57,92.8,1.69,20.34,1958,0.12,0.17,150700,480,624,27.9,20.4,11.6,22.72,65.19,69.54,95.19,95.97,5.3,4247.2,7.82,1,2360.0757095711,353,203,128,1061,425,101,13018.0101283966,729
"176",48370,2.59,0.92,97.06,1.59,0.81,11.95,9.07,50659,87.7,1.21,61.68,18.37,2.18,12.7,57395,25221,25505,14394,17824,14599,160,12095,2.06,1.53,5.75,43.15,3.65,73.54,16.82,24.04,5.36,41.24,7.25,26.71,10.62,3.01,85.62,84.43,94.63,85.31,65.7,74.03,1.23,2.6421335538557,34.19,0.9,0.41,2.79,2.03,2.56,2.76,1.88,82.84,0.7,38.44,3,1432,92.88,76.63,0.21,46.3,1974,0.33,0.13,121000,631,660,23.9,20.7,11.5,2.64,65.23,53.1,81.68,89.03,28.1,1722.6,2.18,0,3249.5666617519,50,123,485,85,541,173,7075.8045518956,673
"177",16825,2.36,0.64,98.72,0.27,0.65,12.9,16.65,24319,69.36,0.08,39.63,34.94,8.41,22.55,31576,12406,12455,11641,4751,4360,516,10731,13.14,15.34,33.74,10.12,7.11,56.82,17.64,21.05,15.63,21.2,10.16,33.28,12.43,3.04,62.98,61.44,63.57,65.09,55.64,69.46,4.13,4.56463595839524,13.93,0.64,1.37,4.09,2.51,2.33,2.52,2.16,49.07,1.14,42.95,3,506,93.38,45.2,4.74,44.66,1939,4.95,0.2,89300,291,380,25.4,20.3,14,4.56,86.74,55.3,82.64,95.42,3.9,4339.5,4.54,0,3,206,11,79,515,98,664.2894118,1587,8061.1554936107
"178",15023,2.45,1.16,98.17,0.28,1.05,13.57,13.17,27312,75.6,0.45,44.43,31.67,7.71,17.42,35219,13807,13861,10899,5210,25500,1220,9246,10.97,6.52,20.96,20.38,5.84,61.92,20.23,25.75,17.82,25.91,11.05,33.11,14.49,3.08,68.14,66.85,70.2,76.35,68.92,76.26,1.83,1.83052652599348,10.91,0.2,0.47,4.59,2.9,2.42,2.67,2.15,56.29,1.09,44.74,3,440,93.3,50.87,2.5,36.59,1939,4.47,0.05,81200,353,426,27.9,20.4,14,1.84,82.28,53.85,80.5,94.02,4,3763.7,1.99,0,4,34,210,251,1301,151,728.478634,591,16185.0404979032
"179",42473,2.7,2.39,91.74,5.56,1.24,12.53,12.47,84441,84.95,0.85,73.54,21.59,1.49,16.43,96127,45504,46066,43138,0,37973,683,29406,1.42,1.82,4.35,58.49,2.08,64.64,18.67,34.11,2.56,58.54,4.48,24.3,6.68,3.03,91.46,90.62,96.83,89.75,52.43,58.4,0.21,11.1270689614579,24.44,2.72,1.18,3.33,2.7,2.68,2.76,1.91,93.12,0.46,17.19,4,824,95.02,90.34,0,29.13,1964,0.2,0.07,213200,647,701,22,17.9,12.3,11.14,59.04,59.03,83.9,90.58,25.9,1642.9,0.28,0,403.7687731111,132,425,245,1450,638,16,2262.06948675888,624
"180",85866,2.65,3.01,95.4,1.06,1.17,13.02,9.91,39215,82.36,0.31,48.02,23.35,4.33,17.47,45431,16864,17117,10078,11024,15703,520,13641,5.65,5.69,19.85,14.53,6.03,65.75,27.39,20.3,13.04,25.57,8.27,28.6,11.61,3.14,79.54,78.98,87.23,80.07,54.75,64.9,1.86,6.10253185195537,14.41,0.88,1.1,3.8,2.78,2.63,2.84,2.09,77.23,1.87,45.52,3,1479,95.64,71.39,1.15,21.23,1974,1.3,0.27,87500,435,492,24.5,19.3,13.5,6.1,80.16,53.34,85.23,95.86,29.2,2939.4,0.55,0,2307.7089589121,342,204,605,516,311,16,3323.44462175029,777
"181",24854,3.17,0.66,97.42,1.28,0.84,12.93,2.22,44920,94.46,1.81,40.93,7.49,2.79,6.49,46779,15476,15550,21565,15515,7404,409,16263,3.03,1.96,6.02,20.46,3.86,81.8,19.41,18.46,12.51,24.15,7.31,23.47,8.49,3.44,87.29,86.1,92.4,88.65,70.6,78.51,1.75,1.40017703387785,35.06,0.49,0.31,4.71,3.97,3.17,3.24,2.61,90.63,1.8,24.65,3,254,96.87,88.63,1.57,28.35,1980,0.57,0.15,96400,533,620,27.8,23.3,13.4,1.4,68.84,40.51,64.44,86.77,37.5,662.7,0.76,1,2336.8530276295,3,233,70,1229,525,51,10355.8905111028,540
"182",12603,3.87,5.03,92.79,0.94,1.56,49.3,7.13,14990,76.39,0.98,37.34,23.3,12.29,11.65,26383,7355,7622,3823,5694,5861,830,3072,44.45,7.68,17.72,31.01,11.35,44.91,5.99,47.64,10.15,26.07,3.21,76.6,6.91,2.94,64.98,66.4,61.05,68.79,57.89,67.97,3.56,3.20558597159406,62.62,2.01,0.4,4.36,2.82,2.46,2.55,2.4,40.59,2.03,57.53,2,291,91.8,39.18,1.03,20.62,1957,4.57,0.03,51800,318,350,35.1,20.3,13.2,3.21,81.26,25,36.47,92.02,6.2,2044.6,0.34,0,954.6081353799,403,233,883,971,590,79,12620.8691214782,1171
"183",17313,2.82,6.17,90.75,2.5,1.07,12.85,9.36,55465,85.43,0.95,67.92,20.57,2.2,18.12,64876,23917,25265,3097,36872,25581,436,14789,1.58,2.26,10.94,39.06,3.19,62.54,23.63,24.76,5.4,45.48,9.35,33.04,11.27,3.01,85.79,82.63,92.81,86.15,56.7,64.08,1.21,6.01282273436146,24.21,1.46,0.96,2.85,2.1,2.54,2.82,1.86,78.78,0.78,43.59,3,385,94.1,71.01,1.04,12.99,1977,0.11,0,162700,596,660,23.7,19.8,12.5,6.01,71.28,46.74,75.26,90.6,17,1015.5,0.3,0,5456.928425642,206,484,769,908,268,50,35504.6983517703,595
"184",11365,2.77,0.11,83.58,15.57,3.24,11.43,19.76,57309,76.96,0.91,65.84,35.42,1.53,14.15,62419,27154,29111,77391,0,16573,450,27711,2.16,5.17,11.45,41.85,4.13,61.33,13.05,28.53,4.31,45.64,3.09,22.83,5.49,3.07,90.3,88.98,100,87.53,53.64,63.67,0.13,27.6374835019798,16.56,4.58,3.21,4.72,3.98,2.77,2.78,2.69,96.12,1.32,16.48,3,88,97.9,96,0,37.5,1956,0.34,0,199300,795,1001,32.4,20.7,12.3,27.64,62.33,69.38,96.23,97.17,2.8,4129.7,6.04,0,34.794931567,112,51,816,1099,420,79,1740.38655140343,1631
"185",12809,2.47,0.56,97.03,1.94,0.91,13.1,9.63,42358,83.39,0.42,59.63,20.66,1.14,13.29,48405,20125,20291,23000,9152,14263,2,20971,3.62,2.98,8.97,39.12,2.46,70.38,11.79,30.37,7.26,40.15,9.29,32.98,13.08,2.93,76.75,77.83,95.6,72.75,62.87,75.13,1.38,5.29315325161995,28.17,1.49,0.55,2.74,1.87,2.42,2.51,2.2,74.21,0.73,46.15,3,259,95.24,71.63,0.39,27.41,1971,0.66,0.26,120700,578,664,23.7,21.8,13.2,5.29,52.6,43.35,78.31,83.85,17.2,743.7,0.29,0,78,265,546,80,1200,138,1279.7507776,153,21061.369174799
"186",11340,2.74,0.28,99,0.42,0.49,19.22,12.14,28815,77.38,3.18,49.27,29.26,4.47,14.74,34664,12136,12215,1668,12156,3543,1462,3597,7.29,5.84,14.19,21.79,3.34,68.05,11.59,26.76,12.17,24.55,7.79,29.54,10.2,3.02,77.72,77.63,89.78,76.2,77.36,85.03,0.92,0.440917107583774,20,0.09,0.14,2.97,2.12,2.49,2.75,2.02,70.38,1.25,47.61,3,158,96.33,63.51,0,17.72,1966,2.36,0.19,62100,294,337,21.9,17.2,12.4,0.44,83.29,48.84,73.42,94.25,8.7,1307.3,0.78,0,3,2,3,639,798,550,1699.8475608,365,32511.8832522046
"187",18310,2.43,0.03,96.36,0.5,4.9,12.47,17.76,23381,71.37,1.16,48.65,36.23,7.18,18.59,29877,11516,11756,5850,6807,8522,1096,6090,11.62,13.22,24.27,14.05,9.37,56.25,22.9,26.55,19.19,22.92,9.03,23.49,9.95,2.92,76.67,75.92,81.06,77.74,73.57,79.88,1.04,1.17422173675587,20.93,0.25,0.46,2.66,1.77,2.35,2.53,1.89,77.18,1.3,45.62,3,397,94.99,71.62,1.01,37.78,1954,4.09,0.43,43800,245,287,25.6,17.1,12.5,1.17,73.77,59.93,85.5,92.97,9.9,1849.7,0.83,0,1161.5602563559,131,242,828,1109,393,79,8380.99539244074,961
"188",11139,2.6,24.27,72.26,0.14,5.28,13.39,18.06,23238,68.18,2.25,36.18,37.42,10.02,15.99,28312,11021,13320,4939,7474,7273,974,5711,20.24,13.27,33.75,15.05,7.72,51.76,15.85,25.27,16.41,22.8,8.04,23.44,12,3.1,71.1,64.5,77.67,71.51,64.33,70.05,4.65,2.78301463327049,66.13,1.84,1.58,5.51,3.8,2.51,2.47,2.6,67.8,4.86,44.42,3,572,88.22,68.91,1.75,54.2,1962,13.14,1.38,43700,228,315,26.3,18,14.2,2.78,81.43,58.04,85.75,96.63,11.3,985.4,0.17,2,1341.2543127724,162,221,342,1237,114,2,15497.3903651351,2069
"189",29771,3.29,79.99,15.08,0.27,6.49,18.68,7.56,23201,75.58,0.58,15.59,25.27,20.55,14.31,26531,8690,11482,8229,4834,7158,1514,7197,25.57,13.23,33.29,7.96,17.3,54.09,17.06,26.88,21.85,15.82,13.56,43.4,18.64,3.78,46.13,37.44,42.44,48.54,61.77,68.29,14.17,4.41705014947432,42.28,1.87,1.97,16.69,12.64,3.25,3.34,3.11,60.6,11.29,46.19,3,1234,88,58.83,29.5,50.32,1955,15.23,0.63,49900,357,453,35.1,22.3,13.3,4.42,67.35,57,93.88,95.17,6.4,4637.2,14.33,18,1298.0134426569,245,151,840,213,618,16,5750.60778158913,8
"190",26989,3.19,2.42,96.42,0.95,0.7,17.76,4.81,47346,91.74,1.29,47.98,13.08,1.55,11.47,49013,16080,16278,10216,10841,12906,95,10733,2.33,1.84,9.08,23.51,2.41,74.51,12.97,22.7,8.55,30.98,4.69,22.12,8.2,3.34,88.51,85.69,98.36,87.67,65.11,74.14,0.2,1.55248434547408,31.26,0.49,0.49,2.74,2.48,3.15,3.16,3.02,91.27,0.77,6.2,3,351,96.01,90.88,0.28,26.78,1977,0.38,0.41,91200,469,607,23.9,21.4,11.7,1.55,57.97,47.99,82.2,84.94,14.9,1808.4,0.05,0,49,90,404,225,1233,355,1515.9503338,613,12334.4708355256
"191",11500,3.34,7.17,90.34,1.12,4.49,15.07,10.69,46566,87.77,2.57,49.26,20.66,3.74,14.21,54804,16531,16993,8973,7664,34639,1003,8358,4.71,9.48,22.42,24.07,4.9,58.57,12.31,32.19,8.58,33.33,8.12,35.81,8.46,3.33,84.14,79.97,95.5,85.47,64.15,73.88,2.12,6.05217391304348,25.14,1.52,0.88,6.34,4.99,2.9,3.1,2.42,75.83,2,34.72,3,255,93.11,70.96,2.35,53.73,1962,1.33,0.62,163500,585,651,24.9,22.5,13.8,6.04,75.48,59.11,79.21,92.25,45.6,252.4,2.54,0,2,2,160,258,1060,401,1071.6602272,480,24266.6106713043
"192",11523,2.57,0.17,98.58,0.62,0.9,13.03,11.91,29492,79.34,2.65,53,26.32,5.6,11.93,35844,13863,13976,9446,13834,8739,881,2971,7.43,12.78,19.62,16.51,3.23,68.22,40.12,17.63,21.45,22.64,6.27,27.23,9.26,3.11,80.59,81.37,82.72,87.27,75.85,79.59,1.32,1.08478694784344,28.8,0.31,0.7,3.36,2.32,2.53,2.81,1.96,74.79,1.27,46.35,3,281,94.1,67.43,1.42,36.3,1969,2.36,0.17,65900,310,340,24.1,20.2,12.6,1.08,82.49,50.52,76.27,94.02,5.6,2059.4,0.46,1,2108.1095952821,3,4,515,1005,138,101,18364.2245533464,1121
"193",40283,2.73,27.1,69.88,0.35,3.52,13.96,12.76,18748,66.2,0.15,29.88,34.85,19.13,18.32,23246,8890,10309,5610,7731,3994,885,5354,26.51,11.12,31.31,8.22,11.24,45.78,27.77,19.94,22.43,18.39,15.15,38.72,17.31,3.11,50.66,46.57,53.46,56.89,55.95,61.28,9.06,1.50683911327359,24.05,0.36,0.73,6.12,3.89,2.46,2.57,2.32,57.14,3.92,57.43,2,1249,92.2,54.64,6,41.15,1947,10.57,0.62,32400,289,343,30.2,17,13.6,1.51,78.17,50.47,83.55,93.35,14.9,2704.3,1.17,3,1720.0065260716,67,373,52,693,311,69,5369.52691227466,35
